,Order Date,Category,Sub-Category,Product Name,Sales,Quantity,Day,Month,Year
67,2011-08-04,Technology,Accessories,Logitech Wireless Headset h800,399.96,4,4,8,2011
68,2011-08-04,Furniture,Tables,Bevis 36 x 72 Conference Tables,99.592,1,4,8,2011
69,2011-08-07,Furniture,Tables,Hon 2111 Invitation Series Corner Table,502.488,3,7,8,2011
70,2011-08-07,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",196.704,6,7,8,2011
71,2011-08-08,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,8,8,2011
72,2011-08-08,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,8,8,2011
73,2011-08-08,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28,11,8,8,2011
74,2011-08-08,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,8,8,2011
75,2011-08-08,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,8,8,2011
76,2011-08-09,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,5,9,8,2011
77,2011-08-09,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98,2,9,8,2011
78,2011-08-09,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,9,8,2011
79,2011-08-09,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",8.608,2,9,8,2011
80,2011-08-09,Office Supplies,Fasteners,Ideal Clamps,4.02,2,9,8,2011
81,2011-08-11,Technology,Phones,Toshiba IPT2010-SD IP Telephone,333.576,3,11,8,2011
82,2011-08-12,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,79.44,3,12,8,2011
83,2011-08-12,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,12,8,2011
84,2011-09-05,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,5,9,2011
85,2011-09-05,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,5,9,2011
86,2011-09-06,Technology,Phones,Konftel 250 Conference phone - Charcoal black,911.424,4,6,9,2011
87,2011-09-06,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.184,9,6,9,2011
88,2011-09-06,Technology,Phones,Mitel 5320 IP Phone VoIP phone,907.152,6,6,9,2011
89,2011-09-06,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,114.9,5,6,9,2011
90,2011-09-06,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",48.86,7,6,9,2011
91,2011-09-06,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1,2,6,9,2011
92,2011-09-06,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,18.504,3,6,9,2011
93,2011-09-06,Office Supplies,Supplies,Staples,7.36,2,6,9,2011
94,2011-09-06,Office Supplies,Art,Newell 322,7.28,4,6,9,2011
95,2011-09-07,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.833,1,7,9,2011
96,2011-09-07,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,6,7,9,2011
97,2011-09-07,Office Supplies,Paper,Xerox 1967,32.4,5,7,9,2011
98,2011-09-07,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",23.92,4,7,9,2011
99,2011-09-07,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,14.304,6,7,9,2011
100,2011-09-07,Office Supplies,Labels,Avery 49,2.88,1,7,9,2011
101,2011-09-07,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2,7,9,2011
102,2011-09-08,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),5.98,1,8,9,2011
103,2011-09-08,Office Supplies,Labels,Avery 494,20.88,8,8,9,2011
104,2011-09-10,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,144.6,3,10,9,2011
105,2011-09-10,Technology,Phones,iOttie HLCRIO102 Car Mount,15.992,1,10,9,2011
106,2011-09-11,Technology,Phones,Samsung Galaxy Note 3,703.968,4,11,9,2011
107,2011-09-11,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,11,9,2011
108,2011-09-11,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,11,9,2011
109,2011-09-11,Office Supplies,Paper,Xerox 1912,94.85,5,11,9,2011
110,2011-09-11,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7,11,9,2011
111,2011-09-11,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,11,9,2011
112,2011-09-12,Office Supplies,Paper,Xerox 1987,34.68,6,12,9,2011
113,2011-10-05,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1432.0,5,5,10,2011
114,2011-10-05,Furniture,Chairs,Hon Pagoda Stacking Chairs,256.784,1,5,10,2011
115,2011-10-05,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,39.96,2,5,10,2011
116,2011-10-05,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,41.04,6,5,10,2011
117,2011-10-10,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,10,10,2011
118,2011-10-10,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,10,10,2011
119,2011-10-11,Technology,Phones,Jabra SPEAK 410,601.536,8,11,10,2011
120,2011-10-11,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,11,10,2011
121,2011-10-11,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,11,10,2011
122,2011-10-11,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,8,11,10,2011
123,2011-10-11,Office Supplies,Labels,Avery White Multi-Purpose Labels,39.84,8,11,10,2011
124,2011-10-11,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,1,11,10,2011
125,2011-11-03,Office Supplies,Art,Economy #2 Pencils,7.98,3,3,11,2011
126,2011-11-09,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,9,11,2011
127,2011-11-10,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.568,2,10,11,2011
128,2011-11-10,Office Supplies,Storage,Iris Project Case,31.92,4,10,11,2011
129,2011-11-10,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,1,10,11,2011
130,2011-11-11,Technology,Phones,Mophie Juice Pack Helium for iPhone,575.928,9,11,11,2011
131,2011-11-11,Office Supplies,Paper,Xerox 1979,123.92,4,11,11,2011
132,2011-11-11,Furniture,Chairs,Hon Olson Stacker Stools,112.648,1,11,11,2011
133,2011-11-11,Office Supplies,Art,50 Colored Long Pencils,30.48,3,11,11,2011
134,2011-11-11,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,11,11,2011
135,2011-12-04,Technology,Phones,Pyle PMP37LED,1075.088,14,4,12,2011
136,2011-12-04,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,3,4,12,2011
137,2011-12-04,Technology,Phones,AT&T 1080 Corded phone,438.368,4,4,12,2011
138,2011-12-04,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,4,12,2011
139,2011-12-04,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7,4,12,2011
140,2011-12-07,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,3,7,12,2011
141,2011-12-07,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,9,7,12,2011
142,2011-12-07,Technology,Phones,GE DSL Phone Line Filter,255.936,8,7,12,2011
143,2011-12-07,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,7,12,2011
144,2011-12-08,Technology,Phones,BlackBerry Q10,806.336,8,8,12,2011
145,2011-12-08,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",85.44,3,8,12,2011
146,2011-12-10,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,10,12,2011
147,2011-12-10,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,10,12,2011
148,2011-12-11,Furniture,Tables,Bevis Boat-Shaped Conference Table,629.064,3,11,12,2011
149,2011-12-11,Office Supplies,Paper,Xerox 1974,11.96,2,11,12,2011
150,2011-12-12,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.848,12,12,12,2011
151,2011-12-12,Furniture,Tables,Hon Non-Folding Utility Tables,764.688,6,12,12,2011
152,2011-12-12,Furniture,Bookcases,Bestar Classic Bookcase,254.9745,3,12,12,2011
153,2011-12-12,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,12,12,2011
154,2011-12-12,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,12,12,2011
155,2011-12-12,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,12,12,2011
156,2011-12-12,Office Supplies,Storage,Woodgrain Magazine Files by Perma,8.94,3,12,12,2011
157,2012-01-05,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,88.752,3,5,1,2012
158,2012-01-05,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,5,1,2012
159,2012-01-05,Office Supplies,Storage,Eldon Simplefile Box Office,37.32,3,5,1,2012
160,2012-01-05,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,1,5,1,2012
161,2012-01-06,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,6,1,2012
162,2012-01-08,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1004.976,6,8,1,2012
163,2012-01-08,Office Supplies,Art,Prang Dustless Chalk Sticks,6.72,4,8,1,2012
164,2012-01-09,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,9,1,2012
165,2012-01-09,Office Supplies,Binders,Avery Non-Stick Binders,14.368,4,9,1,2012
166,2012-01-09,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,9,1,2012
167,2012-01-12,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,2676.672,9,12,1,2012
168,2012-02-04,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,3,4,2,2012
169,2012-02-10,Technology,Phones,HTC One Mini,503.96,5,10,2,2012
170,2012-02-10,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,14,10,2,2012
171,2012-02-10,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568,4,10,2,2012
172,2012-02-10,Office Supplies,Binders,GBC Personal VeloBind Strips,57.504,6,10,2,2012
173,2012-02-10,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3,10,2,2012
174,2012-02-11,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,11,2,2012
175,2012-02-11,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,512.499,3,11,2,2012
176,2012-02-11,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,117.488,7,11,2,2012
177,2012-02-11,Furniture,Furnishings,Contemporary Wood/Metal Frame,96.96,6,11,2,2012
178,2012-02-11,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,11.952,3,11,2,2012
179,2012-03-02,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,2,3,2012
180,2012-03-05,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,4,5,3,2012
181,2012-03-05,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6,5,3,2012
182,2012-03-05,Office Supplies,Binders,GBC Linen Binding Covers,49.568,2,5,3,2012
183,2012-03-05,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,62.496,2,5,3,2012
184,2012-03-05,Office Supplies,Art,Newell 317,8.82,3,5,3,2012
185,2012-03-05,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,13.848,3,5,3,2012
186,2012-03-09,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,9,3,2012
187,2012-03-09,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,9,3,2012
188,2012-03-09,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.568,2,9,3,2012
189,2012-03-09,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,9,3,2012
190,2012-03-09,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6.368,2,9,3,2012
191,2012-03-10,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,2,10,3,2012
192,2012-03-11,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,1212.848,7,11,3,2012
193,2012-03-11,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3,11,3,2012
194,2012-03-11,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,11,3,2012
195,2012-03-12,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,3,12,3,2012
196,2012-04-06,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,989.97,3,6,4,2012
197,2012-04-06,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,119.98,2,6,4,2012
198,2012-04-07,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,22.848,2,7,4,2012
199,2012-04-10,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96,2,10,4,2012
200,2012-04-12,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,12,4,2012
201,2012-04-12,Technology,Phones,Jensen SMPS-640 - speaker phone,110.352,3,12,4,2012
202,2012-04-12,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",36.4,5,12,4,2012
203,2012-04-12,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",25.08,6,12,4,2012
204,2012-04-12,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9,5,12,4,2012
205,2012-05-01,Office Supplies,Binders,Fellowes Binding Cases,56.16,6,1,5,2012
206,2012-05-01,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,87.36,6,1,5,2012
207,2012-05-04,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,4,5,2012
208,2012-05-09,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,9,5,2012
209,2012-05-09,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,9,5,2012
210,2012-05-09,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,9,5,2012
211,2012-05-11,Office Supplies,Storage,Hanging Personal Folder File,62.8,4,11,5,2012
212,2012-05-12,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,12,5,2012
213,2012-05-12,Technology,Accessories,Memorex Micro Travel Drive 8 GB,39.0,3,12,5,2012
214,2012-05-12,Office Supplies,Labels,Avery 488,12.6,4,12,5,2012
215,2012-06-03,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984,2,3,6,2012
216,2012-06-03,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7,3,6,2012
217,2012-06-07,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3,7,6,2012
218,2012-06-09,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,4,9,6,2012
219,2012-06-12,Technology,Phones,AT&T 1080 Corded phone,219.184,2,12,6,2012
220,2012-06-12,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9,12,6,2012
221,2012-06-12,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5,12,6,2012
222,2012-06-12,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2,12,6,2012
223,2012-06-12,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,12,6,2012
224,2012-07-06,Office Supplies,Binders,Staples,7.52,5,6,7,2012
225,2012-07-08,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19.152,3,8,7,2012
226,2012-07-09,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,9,7,2012
227,2012-07-11,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,11,7,2012
228,2012-07-12,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,4,12,7,2012
229,2012-07-12,Office Supplies,Paper,Xerox 218,12.96,2,12,7,2012
230,2012-08-08,Furniture,Chairs,Global Ergonomic Managers Chair,144.784,1,8,8,2012
231,2012-08-08,Office Supplies,Binders,Presstex Flexible Ring Binders,7.28,2,8,8,2012
232,2012-08-08,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.608,2,8,8,2012
233,2012-08-09,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,41.88,6,9,8,2012
234,2012-08-09,Office Supplies,Paper,Xerox 1928,26.4,5,9,8,2012
235,2012-08-10,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,10,8,2012
236,2012-08-11,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,11,8,2012
237,2012-08-11,Technology,Accessories,Microsoft Arc Touch Mouse,119.9,2,11,8,2012
238,2012-08-11,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0,1,11,8,2012
239,2012-08-12,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",221.96,2,12,8,2012
240,2012-08-12,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,236.0,4,12,8,2012
241,2012-09-02,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5,2,9,2012
242,2012-09-04,Furniture,Tables,Laminate Occasional Tables,369.912,3,4,9,2012
243,2012-09-11,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2.48,2,11,9,2012
244,2012-10-04,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.832,2,4,10,2012
245,2012-10-07,Office Supplies,Binders,Large Capacity Hanging Post Binders,39.92,2,7,10,2012
246,2012-10-09,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",106.68,6,9,10,2012
247,2012-10-09,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4,9,10,2012
248,2012-10-10,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",362.136,3,10,10,2012
249,2012-10-10,Office Supplies,Labels,Avery 503,31.05,3,10,10,2012
250,2012-10-10,Office Supplies,Paper,Xerox 1894,45.36,7,10,10,2012
251,2012-10-11,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,11,10,2012
252,2012-10-12,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,12,10,2012
253,2012-10-12,Office Supplies,Labels,Avery File Folder Labels,5.76,2,12,10,2012
254,2012-11-04,Technology,Copiers,Canon PC-428 Personal Copier,639.968,4,4,11,2012
255,2012-11-04,Office Supplies,Paper,Staples,52.76,2,4,11,2012
256,2012-11-09,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",265.86,7,9,11,2012
257,2012-11-09,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35,9,9,11,2012
258,2012-11-09,Office Supplies,Labels,Avery 474,8.64,3,9,11,2012
259,2012-11-12,Office Supplies,Binders,GBC Recycled Grain Textured Covers,110.528,4,12,11,2012
260,2012-12-05,Office Supplies,Paper,Xerox 1962,12.84,3,5,12,2012
261,2012-12-05,Office Supplies,Paper,Xerox 1953,25.68,6,5,12,2012
262,2012-12-11,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5,11,12,2012
263,2012-12-12,Technology,Accessories,Logitech Wireless Marathon Mouse M705,299.94,6,12,12,2012
