,Order Date,Category,Sub-Category,Product Name,Sales,Quantity,Day,Month,Year
268,2011-01-11,Furniture,Chairs,"Novimex Chairmat, Adjustable",94.128,3.0,11,1,2011
269,2011-01-11,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",68.704,2.0,11,1,2011
270,2011-01-11,Office Supplies,Envelopes,"Jiffy Peel and Seal, with clear poly window",47.1,2.0,11,1,2011
271,2011-01-11,Office Supplies,Paper,"Eaton Note Cards, Premium",37.32,2.0,11,1,2011
272,2011-01-11,Office Supplies,Storage,"Smead Trays, Blue",87.264,2.0,11,1,2011
274,2011-01-11,Technology,Machines,"Panasonic Calculator, Red",47.43,2.0,11,1,2011
275,2011-01-11,Office Supplies,Binders,"Cardinal 3-Hole Punch, Recycled",87.48,3.0,11,1,2011
276,2011-01-11,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear",137.25,5.0,11,1,2011
278,2011-01-11,Office Supplies,Storage,"Rogers Trays, Blue",49.344,2.0,11,1,2011
280,2011-01-11,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,3.0,11,1,2011
285,2011-01-11,Office Supplies,Paper,Xerox 1934,167.94,3.0,11,1,2011
287,2011-01-11,Office Supplies,Labels,Avery 475,44.4,3.0,11,1,2011
289,2011-01-11,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.176,3.0,11,1,2011
290,2011-01-11,Office Supplies,Art,"Binney & Smith Highlighters, Blue",33.18,2.0,11,1,2011
314,2011-01-12,Furniture,Furnishings,"Rubbermaid Frame, Black",219.78,2.0,12,1,2011
317,2011-01-12,Office Supplies,Storage,"Rogers Shelving, Single Width",111.888,2.0,12,1,2011
318,2011-01-12,Technology,Copiers,"Hewlett Personal Copier, Digital",181.3266,2.0,12,1,2011
320,2011-01-12,Furniture,Chairs,"SAFCO Bag Chairs, Set of Two",103.38,2.0,12,1,2011
322,2011-01-12,Furniture,Furnishings,"Deflect-O Frame, Black",220.08,3.0,12,1,2011
324,2011-01-12,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64,4.0,12,1,2011
326,2011-01-12,Furniture,Chairs,"Novimex Chairmat, Adjustable",117.66,3.0,12,1,2011
327,2011-01-12,Office Supplies,Art,"BIC Highlighters, Blue",75.72,4.0,12,1,2011
328,2011-01-12,Office Supplies,Binders,"Acco Binding Machine, Economy",102.18,3.0,12,1,2011
329,2011-01-12,Technology,Accessories,"SanDisk Mouse, Bluetooth",76.62,3.0,12,1,2011
331,2011-01-12,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",45.84,3.0,12,1,2011
332,2011-01-12,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,3.0,12,1,2011
333,2011-01-12,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,4.0,12,1,2011
334,2011-01-12,Technology,Phones,"Motorola Headset, Full Size",64.824,2.0,12,1,2011
335,2011-01-12,Furniture,Furnishings,"Rubbermaid Light Bulb, Black",55.0128,4.0,12,1,2011
339,2011-01-12,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",38.68,2.0,12,1,2011
343,2011-01-12,Office Supplies,Binders,"Cardinal Binder, Clear",44.1228,4.0,12,1,2011
360,2011-02-02,Technology,Phones,"Cisco Headset, Full Size",161.514,2.0,2,2,2011
362,2011-02-02,Office Supplies,Storage,"Fellowes File Cart, Industrial",248.022,2.0,2,2,2011
366,2011-02-02,Office Supplies,Art,"Stanley Canvas, Blue",104.8764,4.0,2,2,2011
367,2011-02-02,Technology,Machines,"Konica Phone, White",88.83,3.0,2,2,2011
368,2011-02-02,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",45.975,5.0,2,2,2011
369,2011-02-02,Technology,Accessories,"Logitech Numeric Keypad, Erganomic",44.13,2.0,2,2,2011
370,2011-02-02,Office Supplies,Art,"Boston Highlighters, Water Color",44.1,2.0,2,2,2011
372,2011-02-02,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",116.04,4.0,2,2,2011
374,2011-02-02,Office Supplies,Art,"Sanford Highlighters, Water Color",94.65,5.0,2,2,2011
377,2011-02-02,Furniture,Furnishings,"Rubbermaid Light Bulb, Duo Pack",34.02,2.0,2,2,2011
384,2011-02-03,Technology,Accessories,Hypercom P1300 Pinpad,151.2,3.0,3,2,2011
386,2011-02-03,Office Supplies,Paper,"Enermax Message Books, 8.5 x 11",35.52,2.0,3,2,2011
387,2011-02-03,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,5.0,3,2,2011
388,2011-02-03,Office Supplies,Art,"Stanley Markers, Water Color",45.684,2.0,3,2,2011
394,2011-02-04,Technology,Copiers,"HP Ink, High-Speed",228.42,2.0,4,2,2011
398,2011-02-04,Technology,Copiers,"Hewlett Fax and Copier, Laser",153.52452,3.0,4,2,2011
399,2011-02-04,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5.0,4,2,2011
400,2011-02-04,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,177.68,2.0,4,2,2011
401,2011-02-04,Technology,Copiers,"Hewlett Fax and Copier, Laser",230.67252,3.0,4,2,2011
402,2011-02-04,Technology,Copiers,"Canon Personal Copier, Color",114.76728,3.0,4,2,2011
405,2011-02-04,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",111.84,4.0,4,2,2011
406,2011-02-04,Technology,Copiers,"Canon Personal Copier, Color",172.43928,3.0,4,2,2011
419,2011-02-05,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",246.48,4.0,5,2,2011
424,2011-02-05,Furniture,Furnishings,"Tenex Photo Frame, Duo Pack",155.7,3.0,5,2,2011
425,2011-02-05,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",236.1765,5.0,5,2,2011
427,2011-02-05,Office Supplies,Supplies,"Acme Letter Opener, Serrated",80.73,3.0,5,2,2011
429,2011-02-05,Office Supplies,Supplies,"Stiletto Scissors, Steel",115.05,5.0,5,2,2011
431,2011-02-05,Technology,Machines,"Epson Phone, Wireless",161.94,2.0,5,2,2011
432,2011-02-05,Office Supplies,Art,"Boston Sketch Pad, Easy-Erase",97.74,2.0,5,2,2011
434,2011-02-05,Office Supplies,Art,"BIC Pencil Sharpener, Easy-Erase",58.56,2.0,5,2,2011
436,2011-02-05,Office Supplies,Labels,"Harbour Creations Shipping Labels, 5000 Label Set",49.1775,5.0,5,2,2011
449,2011-02-06,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",219.6,5.0,6,2,2011
451,2011-02-06,Technology,Phones,Mophie Juice Pack Helium for iPhone,239.97,3.0,6,2,2011
454,2011-02-06,Technology,Accessories,"Belkin Mouse, Erganomic",138.672,4.0,6,2,2011
459,2011-02-06,Office Supplies,Appliances,"Hoover Toaster, Red",125.46,3.0,6,2,2011
460,2011-02-06,Office Supplies,Paper,"Eaton Cards & Envelopes, Recycled",90.18,4.0,6,2,2011
461,2011-02-06,Office Supplies,Storage,"Eldon Trays, Wire Frame",56.448,2.0,6,2,2011
463,2011-02-06,Furniture,Furnishings,"Tenex Stacking Tray, Durable",100.92,5.0,6,2,2011
464,2011-02-06,Office Supplies,Binders,"Cardinal Binding Machine, Economy",49.77,2.0,6,2,2011
465,2011-02-06,Office Supplies,Supplies,"Fiskars Letter Opener, High Speed",72.88,4.0,6,2,2011
466,2011-02-06,Technology,Accessories,"Belkin Mouse, Bluetooth",81.42,2.0,6,2,2011
467,2011-02-06,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3.0,6,2,2011
468,2011-02-06,Office Supplies,Paper,"SanDisk Memo Slips, 8.5 x 11",57.024,3.0,6,2,2011
470,2011-02-06,Office Supplies,Storage,"Tenex Box, Industrial",50.94,3.0,6,2,2011
483,2011-02-07,Technology,Copiers,"Canon Personal Copier, Laser",171.288,2.0,7,2,2011
484,2011-02-07,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2.0,7,2,2011
485,2011-02-07,Office Supplies,Art,"Sanford Markers, Blue",34.875,3.0,7,2,2011
486,2011-02-07,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy",46.08,3.0,7,2,2011
493,2011-02-08,Technology,Copiers,"Sharp Fax Machine, Color",178.254,2.0,8,2,2011
497,2011-02-08,Furniture,Chairs,"Hon Bag Chairs, Red",90.3,2.0,8,2,2011
500,2011-02-08,Office Supplies,Art,"Stanley Markers, Water Color",101.52,4.0,8,2,2011
502,2011-02-08,Office Supplies,Binders,"Acco Binding Machine, Clear",101.1,2.0,8,2,2011
504,2011-02-08,Office Supplies,Supplies,"Elite Trimmer, Serrated",115.11,3.0,8,2,2011
505,2011-02-08,Office Supplies,Supplies,"Acme Trimmer, Steel",87.96,3.0,8,2,2011
506,2011-02-08,Technology,Accessories,"Memorex Keyboard, USB",143.1,2.0,8,2,2011
511,2011-02-08,Technology,Accessories,"Belkin Mouse, Programmable",116.0775,5.0,8,2,2011
513,2011-02-08,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled",62.16,2.0,8,2,2011
514,2011-02-08,Office Supplies,Art,"Sanford Highlighters, Fluorescent",34.02,2.0,8,2,2011
528,2011-02-09,Furniture,Chairs,"SAFCO Steel Folding Chair, Black",249.84,4.0,9,2,2011
529,2011-02-09,Office Supplies,Storage,"Eldon Shelving, Wire Frame",189.96,4.0,9,2,2011
536,2011-02-09,Furniture,Chairs,"Hon Bag Chairs, Set of Two",213.3,5.0,9,2,2011
538,2011-02-09,Office Supplies,Supplies,"Kleencut Scissors, Easy Grip",95.64,4.0,9,2,2011
539,2011-02-09,Office Supplies,Art,"Binney & Smith Sketch Pad, Fluorescent",158.6,5.0,9,2,2011
540,2011-02-09,Technology,Accessories,"Enermax Keyboard, Erganomic",243.81,3.0,9,2,2011
542,2011-02-09,Office Supplies,Supplies,"Elite Letter Opener, High Speed",80.1,3.0,9,2,2011
543,2011-02-09,Furniture,Furnishings,"Eldon Photo Frame, Black",174.33,4.0,9,2,2011
544,2011-02-09,Office Supplies,Art,Newell 324,57.75,5.0,9,2,2011
545,2011-02-09,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,239.976,3.0,9,2,2011
546,2011-02-09,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy",86.4,3.0,9,2,2011
548,2011-02-09,Office Supplies,Binders,"Wilson Jones Binding Machine, Recycled",147.96,3.0,9,2,2011
552,2011-02-09,Office Supplies,Binders,"Acco Binder, Clear",43.83,3.0,9,2,2011
553,2011-02-09,Technology,Phones,"Apple Office Telephone, Full Size",79.884,3.0,9,2,2011
554,2011-02-09,Office Supplies,Labels,"Hon Legal Exhibit Labels, Adjustable",35.04,4.0,9,2,2011
555,2011-02-09,Office Supplies,Storage,"Fellowes Folders, Blue",52.8,2.0,9,2,2011
556,2011-02-09,Office Supplies,Storage,"Fellowes Box, Wire Frame",75.0,4.0,9,2,2011
557,2011-02-09,Office Supplies,Envelopes,"Ames Interoffice Envelope, Recycled",131.76,3.0,9,2,2011
558,2011-02-09,Office Supplies,Art,"Boston Canvas, Blue",107.28,2.0,9,2,2011
559,2011-02-09,Office Supplies,Art,"Stanley Canvas, Water Color",105.3,2.0,9,2,2011
560,2011-02-09,Office Supplies,Binders,"Avery Binder Covers, Durable",50.28,4.0,9,2,2011
561,2011-02-09,Office Supplies,Paper,"SanDisk Memo Slips, 8.5 x 11",105.6,5.0,9,2,2011
562,2011-02-09,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",97.56,2.0,9,2,2011
563,2011-02-09,Office Supplies,Storage,"Fellowes Folders, Industrial",80.64,3.0,9,2,2011
564,2011-02-09,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",221.4,4.0,9,2,2011
565,2011-02-09,Technology,Accessories,"SanDisk Flash Drive, Programmable",49.248,3.0,9,2,2011
566,2011-02-09,Office Supplies,Storage,"Eldon Box, Single Width",34.3,5.0,9,2,2011
584,2011-02-10,Technology,Phones,Pyle PMP37LED,230.376,3.0,10,2,2011
601,2011-02-11,Furniture,Furnishings,"Deflect-O Photo Frame, Duo Pack",103.92,2.0,11,2,2011
602,2011-02-11,Furniture,Chairs,"Novimex Swivel Stool, Adjustable",178.08,2.0,11,2,2011
604,2011-02-11,Furniture,Chairs,"Office Star Bag Chairs, Red",199.584,4.0,11,2,2011
605,2011-02-11,Office Supplies,Binders,"Ibico Binding Machine, Economy",154.26,3.0,11,2,2011
607,2011-02-11,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11",85.23,3.0,11,2,2011
608,2011-02-11,Office Supplies,Binders,"Ibico Binding Machine, Economy",102.84,2.0,11,2,2011
610,2011-02-11,Technology,Accessories,"SanDisk Memory Card, Programmable",227.82,2.0,11,2,2011
611,2011-02-11,Technology,Phones,AT&T CL82213,46.384,2.0,11,2,2011
613,2011-02-11,Technology,Phones,"Motorola Headset, Full Size",64.824,2.0,11,2,2011
614,2011-02-11,Office Supplies,Fasteners,"Advantus Rubber Bands, Bulk Pack",33.18,3.0,11,2,2011
615,2011-02-11,Office Supplies,Labels,"Harbour Creations Color Coded Labels, 5000 Label Set",66.45,5.0,11,2,2011
616,2011-02-11,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3.0,11,2,2011
618,2011-02-11,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear",36.6,2.0,11,2,2011
624,2011-02-11,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2.0,11,2,2011
626,2011-02-11,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable",38.466,2.0,11,2,2011
647,2011-02-12,Technology,Machines,"Konica Calculator, Wireless",219.4275,5.0,12,2,2011
650,2011-02-12,Office Supplies,Binders,"Avery Binding Machine, Recycled",246.0,5.0,12,2,2011
652,2011-02-12,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4.0,12,2,2011
653,2011-02-12,Office Supplies,Art,"BIC Sketch Pad, Blue",145.98,3.0,12,2,2011
654,2011-02-12,Office Supplies,Paper,Xerox 1942,146.82,3.0,12,2,2011
655,2011-02-12,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5.0,12,2,2011
656,2011-02-12,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",60.72,3.0,12,2,2011
657,2011-02-12,Technology,Machines,"StarTech Calculator, Red",94.6305,3.0,12,2,2011
658,2011-02-12,Office Supplies,Art,"Sanford Markers, Easy-Erase",70.56,3.0,12,2,2011
660,2011-02-12,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5.0,12,2,2011
662,2011-02-12,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,5.0,12,2,2011
680,2011-03-01,Furniture,Chairs,"Hon Rocking Chair, Set of Two",159.444,2.0,1,3,2011
681,2011-03-01,Technology,Phones,"Nokia Headset, VoIP",195.2,4.0,1,3,2011
682,2011-03-01,Office Supplies,Appliances,"Breville Coffee Grinder, Black",122.58,2.0,1,3,2011
683,2011-03-01,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth",69.3,2.0,1,3,2011
684,2011-03-01,Furniture,Chairs,"SAFCO Chairmat, Black",68.868,2.0,1,3,2011
685,2011-03-01,Office Supplies,Storage,"Smead File Cart, Blue",135.1182,2.0,1,3,2011
686,2011-03-01,Office Supplies,Labels,"Avery Color Coded Labels, Laser Printer Compatible",35.883,3.0,1,3,2011
688,2011-03-01,Office Supplies,Storage,"Rogers Folders, Industrial",62.34,2.0,1,3,2011
689,2011-03-01,Office Supplies,Supplies,"Stiletto Scissors, Serrated",81.24,4.0,1,3,2011
694,2011-03-02,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5.0,2,3,2011
710,2011-03-03,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3.0,3,3,2011
713,2011-03-03,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Black",139.8,2.0,3,3,2011
714,2011-03-03,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,176.772,3.0,3,3,2011
716,2011-03-03,Office Supplies,Storage,"Smead Lockers, Single Width",119.07,2.0,3,3,2011
718,2011-03-03,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",57.6,3.0,3,3,2011
720,2011-03-03,Office Supplies,Storage,"Tenex Folders, Blue",41.796,2.0,3,3,2011
721,2011-03-03,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",58.98,2.0,3,3,2011
724,2011-03-03,Furniture,Chairs,"Hon Bag Chairs, Adjustable",57.168,4.0,3,3,2011
735,2011-03-04,Office Supplies,Supplies,"Kleencut Trimmer, Steel",163.32,4.0,4,3,2011
736,2011-03-04,Technology,Accessories,"Logitech Mouse, Bluetooth",58.56,2.0,4,3,2011
737,2011-03-04,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2.0,4,3,2011
738,2011-03-04,Office Supplies,Fasteners,"Accos Staples, Metal",33.21,3.0,4,3,2011
739,2011-03-04,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3.0,4,3,2011
745,2011-03-05,Technology,Machines,"Epson Phone, Durable",145.962,2.0,5,3,2011
748,2011-03-05,Office Supplies,Storage,"Eldon Trays, Blue",86.346,2.0,5,3,2011
749,2011-03-05,Technology,Machines,"Okidata Calculator, Red",98.88,2.0,5,3,2011
751,2011-03-05,Office Supplies,Art,"Stanley Sketch Pad, Blue",88.86,2.0,5,3,2011
753,2011-03-05,Office Supplies,Storage,"Fellowes Shelving, Industrial",116.64,2.0,5,3,2011
755,2011-03-05,Office Supplies,Supplies,"Fiskars Letter Opener, High Speed",54.66,3.0,5,3,2011
756,2011-03-05,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor",62.4,3.0,5,3,2011
758,2011-03-05,Office Supplies,Binders,"Acco Binding Machine, Clear",101.1,2.0,5,3,2011
759,2011-03-05,Office Supplies,Envelopes,"Kraft Business Envelopes, Security-Tint",49.32,3.0,5,3,2011
760,2011-03-05,Furniture,Furnishings,"Deflect-O Stacking Tray, Black",50.7,2.0,5,3,2011
