,Order Date,Category,Sub-Category,Product Name,Sales,Quantity,Day,Month,Year
159,2012-01-05,Office Supplies,Storage,Eldon Simplefile Box Office,37.32,3.0,5,1,2012
168,2012-02-04,Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black",71.976,3.0,4,2,2012
171,2012-02-10,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568,4.0,10,2,2012
179,2012-03-02,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4.0,2,3,2012
182,2012-03-05,Office Supplies,Binders,GBC Linen Binding Covers,49.568,2.0,5,3,2012
183,2012-03-05,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,62.496,2.0,5,3,2012
186,2012-03-09,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5.0,9,3,2012
187,2012-03-09,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3.0,9,3,2012
188,2012-03-09,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.568,2.0,9,3,2012
191,2012-03-10,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,2.0,10,3,2012
193,2012-03-11,Technology,Accessories,Logitech Trackman Marble Mouse,89.97,3.0,11,3,2012
194,2012-03-11,Furniture,Furnishings,Coloredge Poster Frame,42.6,3.0,11,3,2012
197,2012-04-06,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,119.98,2.0,6,4,2012
198,2012-04-07,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,22.848,2.0,7,4,2012
199,2012-04-10,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",26.96,2.0,10,4,2012
201,2012-04-12,Technology,Phones,Jensen SMPS-640 - speaker phone,110.352,3.0,12,4,2012
202,2012-04-12,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",36.4,5.0,12,4,2012
211,2012-05-11,Office Supplies,Storage,Hanging Personal Folder File,62.8,4.0,11,5,2012
212,2012-05-12,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2.0,12,5,2012
213,2012-05-12,Technology,Accessories,Memorex Micro Travel Drive 8 GB,39.0,3.0,12,5,2012
217,2012-06-07,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3.0,7,6,2012
218,2012-06-09,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,4.0,9,6,2012
219,2012-06-12,Technology,Phones,AT&T 1080 Corded phone,219.184,2.0,12,6,2012
221,2012-06-12,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5.0,12,6,2012
228,2012-07-12,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,4.0,12,7,2012
234,2012-08-09,Office Supplies,Paper,Xerox 1928,26.4,5.0,9,8,2012
235,2012-08-10,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5.0,10,8,2012
237,2012-08-11,Technology,Accessories,Microsoft Arc Touch Mouse,119.9,2.0,11,8,2012
239,2012-08-12,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",221.96,2.0,12,8,2012
241,2012-09-02,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5.0,2,9,2012
245,2012-10-07,Office Supplies,Binders,Large Capacity Hanging Post Binders,39.92,2.0,7,10,2012
247,2012-10-09,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4.0,9,10,2012
249,2012-10-10,Office Supplies,Labels,Avery 503,31.05,3.0,10,10,2012
251,2012-10-11,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2.0,11,10,2012
252,2012-10-12,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2.0,12,10,2012
255,2012-11-04,Office Supplies,Paper,Staples,52.76,2.0,4,11,2012
259,2012-11-12,Office Supplies,Binders,GBC Recycled Grain Textured Covers,110.528,4.0,12,11,2012
266,2012-12-12,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5,3.0,12,12,2012
268,2012-12-12,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44,4.0,12,12,2012
270,2012-12-12,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2.0,12,12,2012
273,2013-01-02,Office Supplies,Paper,Xerox 1883,105.52,4.0,2,1,2013
278,2013-02-08,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,45.96,2.0,8,2,2013
279,2013-02-09,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2.0,9,2,2013
281,2013-02-10,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4.0,10,2,2013
283,2013-02-12,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2.0,12,2,2013
287,2013-02-12,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",22.92,3.0,12,2,2013
288,2013-03-01,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2.0,1,3,2013
291,2013-03-08,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.464,2.0,8,3,2013
296,2013-03-09,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3.0,9,3,2013
298,2013-03-09,Office Supplies,Storage,Akro Stacking Bins,23.67,3.0,9,3,2013
300,2013-03-12,Office Supplies,Binders,Satellite Sectional Post Binders,104.184,3.0,12,3,2013
301,2013-03-12,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7,3.0,12,3,2013
303,2013-03-12,Office Supplies,Binders,GBC VeloBind Cover Sets,24.704,2.0,12,3,2013
304,2013-03-12,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3.0,12,3,2013
305,2013-03-12,Office Supplies,Paper,Xerox 192,25.92,4.0,12,3,2013
307,2013-04-02,Office Supplies,Storage,Safco Commercial Shelving,93.02,2.0,2,4,2013
308,2013-04-03,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3.0,3,4,2013
309,2013-04-03,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3.0,3,4,2013
310,2013-04-06,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2.0,6,4,2013
314,2013-04-10,Office Supplies,Paper,Xerox 1891,97.82,2.0,10,4,2013
318,2013-04-11,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,2.0,11,4,2013
319,2013-04-11,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5.0,11,4,2013
322,2013-04-11,Office Supplies,Paper,Xerox 1892,116.28,3.0,11,4,2013
324,2013-04-11,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,43.32,2.0,11,4,2013
331,2013-04-12,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2.0,12,4,2013
333,2013-04-12,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,48.72,3.0,12,4,2013
336,2013-05-02,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,159.968,4.0,2,5,2013
337,2013-05-02,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3.0,2,5,2013
341,2013-05-07,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4.0,7,5,2013
342,2013-05-07,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2.0,7,5,2013
343,2013-05-07,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5.0,7,5,2013
345,2013-05-08,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,20.952,3.0,8,5,2013
348,2013-05-09,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",24.27,3.0,9,5,2013
349,2013-05-11,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8,4.0,11,5,2013
358,2013-06-05,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2.0,5,6,2013
361,2013-06-06,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4.0,6,6,2013
364,2013-06-09,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2.0,9,6,2013
367,2013-06-11,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,72.0,4.0,11,6,2013
368,2013-06-11,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2.0,11,6,2013
369,2013-06-11,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.248,2.0,11,6,2013
370,2013-06-11,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3.0,11,6,2013
371,2013-06-11,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5.0,11,6,2013
374,2013-07-05,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",41.6,4.0,5,7,2013
377,2013-07-06,Office Supplies,Paper,Xerox Blank Computer Paper,99.9,5.0,6,7,2013
379,2013-07-06,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,26.96,2.0,6,7,2013
380,2013-07-08,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.168,4.0,8,7,2013
382,2013-07-11,Furniture,Chairs,"Global Task Chair, Black",81.424,2.0,11,7,2013
383,2013-07-11,Office Supplies,Storage,Eldon Portable Mobile Manager,84.84,3.0,11,7,2013
397,2013-08-07,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5.0,7,8,2013
399,2013-08-10,Office Supplies,Binders,GBC Recycled VeloBinder Covers,27.264,2.0,10,8,2013
402,2013-08-11,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4.0,11,8,2013
403,2013-08-11,Office Supplies,Binders,GBC VeloBinder Manual Binding System,57.584,2.0,11,8,2013
404,2013-08-11,Office Supplies,Binders,Fellowes Binding Cases,37.44,4.0,11,8,2013
411,2013-09-02,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3.0,2,9,2013
412,2013-09-02,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2.0,2,9,2013
413,2013-09-04,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2.0,4,9,2013
414,2013-09-04,Office Supplies,Paper,Xerox 1923,20.04,3.0,4,9,2013
415,2013-09-04,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.7,5.0,4,9,2013
422,2013-09-09,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4.0,9,9,2013
423,2013-09-09,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2.0,9,9,2013
427,2013-09-10,Office Supplies,Paper,Xerox 1925,61.96,2.0,10,9,2013
430,2013-09-12,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3.0,12,9,2013
434,2013-10-05,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",32.04,4.0,5,10,2013
435,2013-10-06,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3.0,6,10,2013
436,2013-10-06,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3.0,6,10,2013
437,2013-10-09,Office Supplies,Binders,VariCap6 Expandable Binder,55.36,4.0,9,10,2013
443,2013-11-03,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3.0,3,11,2013
446,2013-11-04,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,113.76,3.0,4,11,2013
447,2013-11-04,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",48.032,4.0,4,11,2013
449,2013-11-04,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5.0,4,11,2013
451,2013-11-06,Office Supplies,Paper,Xerox 226,32.4,5.0,6,11,2013
452,2013-11-06,Office Supplies,Labels,Avery 473,20.7,2.0,6,11,2013
457,2013-11-11,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,129.92,4.0,11,11,2013
458,2013-11-11,Office Supplies,Paper,Embossed Ink Jet Note Cards,67.71,3.0,11,11,2013
459,2013-11-11,Office Supplies,Paper,Xerox 1933,61.4,5.0,11,11,2013
460,2013-11-11,Office Supplies,Binders,Binding Machine Supplies,70.008,3.0,11,11,2013
462,2013-11-11,Office Supplies,Paper,Xerox 1996,32.4,5.0,11,11,2013
473,2013-12-09,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,39.872,2.0,9,12,2013
476,2013-12-11,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2.0,11,12,2013
481,2013-12-12,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5.0,12,12,2013
482,2013-12-12,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,119.96,4.0,12,12,2013
484,2013-12-12,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,83.42,2.0,12,12,2013
485,2013-12-12,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,50.22,3.0,12,12,2013
486,2013-12-12,Office Supplies,Binders,Recycled Easel Ring Binders,35.808,3.0,12,12,2013
488,2013-12-12,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,2.0,12,12,2013
491,2014-01-01,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",38.376,3.0,1,1,2014
492,2014-01-04,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3.0,4,1,2014
493,2014-01-05,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2.0,5,1,2014
494,2014-01-05,Office Supplies,Paper,Xerox 1919,163.96,4.0,5,1,2014
495,2014-01-05,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56,4.0,5,1,2014
496,2014-01-05,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24,5.0,5,1,2014
499,2014-01-07,Office Supplies,Paper,Xerox 1919,204.95,5.0,7,1,2014
500,2014-01-08,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2.0,8,1,2014
503,2014-01-09,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,193.95,3.0,9,1,2014
505,2014-01-10,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,159.98,2.0,10,1,2014
506,2014-01-12,Furniture,Furnishings,Contemporary Borderless Frame,25.83,3.0,12,1,2014
512,2014-02-08,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3.0,8,2,2014
513,2014-02-08,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,54.896,2.0,8,2,2014
516,2014-02-10,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,104.75,5.0,10,2,2014
517,2014-02-10,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4.0,10,2,2014
523,2014-03-02,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,210.58,2.0,2,3,2014
525,2014-03-02,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,4.0,2,3,2014
526,2014-03-02,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2.0,2,3,2014
527,2014-03-02,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4.0,2,3,2014
528,2014-03-02,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,2.0,2,3,2014
530,2014-03-03,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3.0,3,3,2014
531,2014-03-03,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.648,2.0,3,3,2014
532,2014-03-04,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3.0,4,3,2014
533,2014-03-05,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56,4.0,5,3,2014
534,2014-03-05,Office Supplies,Art,Newell 34,59.52,3.0,5,3,2014
535,2014-03-05,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4,5.0,5,3,2014
539,2014-03-09,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584,2.0,9,3,2014
540,2014-03-09,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,5.0,9,3,2014
541,2014-03-09,Office Supplies,Labels,Avery 505,74.0,5.0,9,3,2014
542,2014-03-09,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5.0,9,3,2014
548,2014-03-10,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12,5.0,10,3,2014
553,2014-03-11,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,5.0,11,3,2014
554,2014-03-11,Furniture,Furnishings,Document Clip Frames,25.02,3.0,11,3,2014
559,2014-03-12,Office Supplies,Paper,Xerox 1940,109.92,2.0,12,3,2014
560,2014-03-12,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,5.0,12,3,2014
561,2014-03-12,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3.0,12,3,2014
563,2014-03-12,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2.0,12,3,2014
573,2014-04-03,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3.0,3,4,2014
575,2014-04-05,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2.0,5,4,2014
576,2014-04-05,Office Supplies,Paper,Xerox 2,25.92,4.0,5,4,2014
578,2014-04-06,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5.0,6,4,2014
581,2014-04-07,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39,3.0,7,4,2014
582,2014-04-07,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4.0,7,4,2014
583,2014-04-08,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3.0,8,4,2014
584,2014-04-08,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3.0,8,4,2014
585,2014-04-08,Office Supplies,Labels,Avery 473,51.75,5.0,8,4,2014
588,2014-04-09,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56,5.0,9,4,2014
590,2014-04-10,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3.0,10,4,2014
593,2014-04-11,Technology,Accessories,Microsoft Sculpt Comfort Mouse,199.75,5.0,11,4,2014
595,2014-04-12,Office Supplies,Paper,Xerox 1888,166.44,3.0,12,4,2014
599,2014-05-05,Technology,Phones,Motorola L804,183.96,5.0,5,5,2014
605,2014-05-09,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,5.0,9,5,2014
607,2014-05-09,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,3.0,9,5,2014
608,2014-05-09,Office Supplies,Storage,"Rogers Jumbo File, Granite",54.32,4.0,9,5,2014
616,2014-06-05,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2.0,5,6,2014
618,2014-06-10,Furniture,Tables,KI Adjustable-Height Table,206.352,3.0,10,6,2014
619,2014-06-10,Office Supplies,Paper,Xerox 1951,61.96,2.0,10,6,2014
620,2014-06-10,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,5.0,10,6,2014
621,2014-06-10,Furniture,Furnishings,DAX Clear Channel Poster Frame,72.9,5.0,10,6,2014
622,2014-06-10,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4.0,10,6,2014
627,2014-06-12,Office Supplies,Paper,Xerox 1960,92.94,3.0,12,6,2014
628,2014-07-02,Office Supplies,Paper,Xerox 1947,29.9,5.0,2,7,2014
630,2014-07-03,Technology,Phones,Digium D40 VoIP phone,206.384,2.0,3,7,2014
631,2014-07-03,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,2.0,3,7,2014
635,2014-07-05,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3.0,5,7,2014
636,2014-07-06,Office Supplies,Storage,Sterilite Show Offs Storage Containers,26.4,5.0,6,7,2014
638,2014-07-07,Furniture,Chairs,"Global Task Chair, Black",122.136,3.0,7,7,2014
639,2014-07-11,Office Supplies,Paper,Xerox 191,59.94,3.0,11,7,2014
640,2014-07-11,Office Supplies,Labels,Avery 503,41.4,4.0,11,7,2014
641,2014-07-11,Office Supplies,Paper,Staples,45.36,4.0,11,7,2014
642,2014-07-11,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,5.0,11,7,2014
649,2014-08-01,Office Supplies,Storage,Tennsco Commercial Shelving,61.02,3.0,1,8,2014
659,2014-08-08,Technology,Phones,GE DSL Phone Line Filter,159.96,5.0,8,8,2014
